fecha_nacimiento,sexo,localidad_nacimiento,lugar_nacimiento,fecha_fallecimiento,localidad_fallecimiento,lugar_fallecimiento
1991-11-24,2,Maldonado,3,,,
1991-05-08,8,Las Piedras,2,,,
1991-10-12,1,Lavalleja,8,,,
1991-11-09,2,Montevideo,1,,,
1991-03-10,1,San José,1,2022-01-02,Treinta y Tres,9
1991-11-25,2,Montevideo,3,,,
1991-02-05,2,Cerro Largo,1,,,
1991-08-15,1,Tacuarembó,1,2018-12-27,Maldonado,1
1991-06-10,8,Salto,3,2018-12-31,Las Piedras,1
1991-07-03,2,Salto,2,,,
1991-08-28,1,Treinta y Tres,9,2017-07-08,Salto,3
1991-06-17,1,Canelones,1,1993-09-15,San José,9
1991-03-10,2,Las Piedras,3,2001-10-08,Treinta y Tres,2
1991-09-06,2,Río Negro,1,2015-11-06,Tacuarembó,2
1991-08-21,8,Salto,3,2018-07-20,Salto,1
1991-05-25,1,Treinta y Tres,9,,,
1991-03-11,2,Rivera,9,,,
1991-02-04,2,Flores,2,,,
1991-05-08,1,Colonia,9,2010-08-16,Artigas,3
1991-05-02,2,Colonia,1,1999-12-18,Tacuarembó,1
1991-03-10,1,Río Negro,1,,,
1991-05-21,9,Canelones,3,,,
1991-02-21,8,Treinta y Tres,3,,,
1991-03-24,1,Cerro Largo,3,,,
1991-02-15,1,Paysandú,3,2017-03-17,Durazno,1
1991-08-05,1,Treinta y Tres,2,,,
1991-07-31,1,Colonia,9,,,
1991-10-02,1,Soriano,8,2021-06-25,Rocha,1
1991-05-30,8,Lavalleja,3,2021-06-02,Cerro Largo,3
1991-07-21,1,Cerro Largo,9,1997-07-23,Colonia,3
1991-12-29,1,Tacuarembó,8,,,
1991-05-29,2,Artigas,3,2016-11-11,Maldonado,3
1991-07-24,1,Maldonado,3,,,
1991-02-09,8,Lavalleja,2,,,
1991-09-14,1,Canelones,8,,,
1991-02-15,8,San José,9,,,
1991-07-16,9,Las Piedras,2,,,
1991-05-03,9,Soriano,1,2014-07-21,Treinta y Tres,1
1991-07-05,1,Rocha,3,,,
1991-12-25,2,Colonia,9,,,
1991-05-18,1,Artigas,3,,,
1991-04-17,8,Montevideo,3,,,
1991-02-04,2,Soriano,1,,,
1991-04-22,8,Soriano,1,2011-03-29,Rocha,9
1991-01-15,8,Flores,1,,,
1991-10-10,8,Maldonado,8,1995-05-12,San José,3
1991-09-08,8,Treinta y Tres,8,2001-09-13,Artigas,2
1991-09-03,2,Las Piedras,1,,,
1991-02-11,2,Artigas,1,,,
1991-08-26,1,Rocha,8,2009-09-10,Colonia,8
1991-02-05,1,Rivera,1,2022-07-22,Río Negro,9
1991-12-10,1,Rivera,9,,,
1991-12-08,1,San José,8,,,
1991-01-19,1,Rivera,9,2022-01-20,Durazno,2
1991-08-18,1,Las Piedras,2,,,
1991-01-16,2,Salto,8,,,
1991-10-15,1,Durazno,2,,,
1991-12-11,9,San José,9,1993-12-17,Montevideo,8
1991-06-24,9,Rocha,2,2022-12-25,Artigas,8
1991-01-24,9,Artigas,3,,,
1991-08-10,2,Tacuarembó,2,1993-05-09,Colonia,1
1991-02-02,2,Canelones,9,,,
1991-03-22,1,Lavalleja,8,,,
1991-04-13,1,Río Negro,9,,,
1991-12-18,1,Soriano,2,1992-08-05,Soriano,9
1991-01-19,1,Durazno,8,2001-07-24,Durazno,9
1991-02-12,2,Colonia,9,,,
1991-05-15,8,Rocha,9,,,
1991-10-17,8,Lavalleja,1,2004-08-02,Salto,2
1991-03-20,2,Tacuarembó,1,,,
1991-06-17,9,Artigas,1,,,
1991-06-20,1,Treinta y Tres,8,,,
1991-12-04,8,Lavalleja,1,,,
1991-05-18,1,Canelones,9,2002-02-12,Salto,9
1991-06-07,1,Tacuarembó,8,2021-07-04,Montevideo,9
1991-02-24,8,Soriano,3,,,
1991-01-12,1,Florida,2,,,
1991-12-26,2,Tacuarembó,1,2000-08-16,Soriano,2
1991-11-25,9,Las Piedras,9,,,
1991-02-09,2,Lavalleja,9,,,
1991-02-07,9,Paysandú,8,1995-05-08,Flores,9
1991-07-26,2,Treinta y Tres,8,2020-05-05,Lavalleja,3
1991-10-21,9,Rivera,2,,,
1991-05-27,8,Rocha,8,,,
1991-11-09,1,Tacuarembó,1,,,
1991-04-30,1,Lavalleja,8,,,
1991-09-19,2,Salto,2,,,
1991-01-21,1,Durazno,2,,,
1991-03-07,1,Tacuarembó,2,,,
1991-03-28,2,Canelones,2,2016-11-05,Canelones,2
1991-12-14,1,Artigas,2,,,
1991-03-01,1,Lavalleja,9,2007-08-19,Paysandú,8
1991-03-06,2,Colonia,8,,,
1991-09-21,2,Colonia,2,,,
1991-02-05,1,Florida,9,2004-04-10,Paysandú,3
1991-02-24,2,Colonia,3,,,
1991-03-12,2,Treinta y Tres,2,,,
1991-07-11,8,Salto,2,,,
1991-11-10,9,Maldonado,8,2008-05-03,Salto,2
1991-09-16,8,Rocha,8,2001-07-20,Paysandú,8
1991-08-15,9,Salto,9,,,
1991-12-08,1,Rocha,9,2016-03-12,Flores,8
1991-07-13,9,Salto,3,,,
1991-10-31,8,Salto,8,,,
1991-10-02,1,Maldonado,1,1997-05-26,Florida,8
1991-04-18,1,Tacuarembó,9,,,
1991-08-14,8,Rocha,8,2002-06-19,San José,3
1991-08-10,2,Cerro Largo,9,2007-07-23,Rocha,1
1991-09-14,1,Artigas,9,,,
1991-09-16,2,Rocha,3,,,
1991-04-16,8,Florida,3,1994-10-28,Treinta y Tres,2
1991-01-21,9,Colonia,3,,,
1991-01-16,1,Canelones,3,1998-07-03,Soriano,8
1991-09-01,9,Canelones,3,,,
1991-02-04,1,Tacuarembó,1,1999-08-03,Treinta y Tres,1
1991-10-30,1,Rocha,8,2005-03-12,Montevideo,8
1991-07-21,1,Lavalleja,8,2004-12-04,Montevideo,2
1991-09-27,1,Durazno,1,2016-01-14,Río Negro,8
1991-10-05,9,Flores,2,,,
1991-03-14,2,Rocha,1,,,
1991-03-11,2,Las Piedras,2,1999-12-12,Rocha,8
1991-10-11,1,Montevideo,3,,,
1991-10-28,2,Treinta y Tres,8,,,
1991-10-11,2,Salto,1,,,
1991-02-26,9,Florida,1,1996-11-18,Salto,1
1991-02-18,1,Río Negro,2,1995-11-03,Colonia,3
1991-08-17,1,San José,2,,,
1991-01-06,1,Paysandú,2,,,
1991-05-20,1,Rivera,3,2014-05-01,Montevideo,3
1991-04-23,1,Cerro Largo,2,2002-09-30,Cerro Largo,8
1991-09-08,8,Flores,2,,,
1991-08-14,2,Flores,8,,,
1991-11-12,1,Río Negro,3,1996-05-10,Canelones,2
1991-05-01,2,Rocha,1,,,
1991-08-26,1,Las Piedras,1,2014-09-18,Cerro Largo,3
1991-07-28,1,Salto,3,,,
1991-08-07,2,Rocha,2,2021-04-11,Rivera,8
1991-01-18,9,Artigas,9,,,
1991-07-01,8,Rivera,9,,,
1991-04-21,1,Flores,3,,,
1991-07-19,8,San José,1,,,
1991-07-19,8,Rocha,2,,,
1991-05-17,2,Salto,3,1996-12-08,Salto,2
1991-09-19,9,Treinta y Tres,1,2013-11-09,Lavalleja,3
1991-06-29,1,Florida,8,2023-05-16,Tacuarembó,8
1991-12-27,2,Lavalleja,8,2001-02-12,Colonia,2
1991-01-17,9,Florida,3,,,
1991-11-02,2,San José,1,,,
1991-06-17,1,Tacuarembó,2,,,
1991-03-30,1,Paysandú,3,2000-07-05,Río Negro,9
1991-04-30,8,Lavalleja,3,1993-06-03,Montevideo,3
1991-06-23,9,Cerro Largo,3,2010-01-17,San José,9
1991-11-05,1,Flores,9,,,
1991-05-24,1,Montevideo,3,2003-05-08,Flores,8
1991-08-23,9,Río Negro,3,,,
1991-07-02,9,Tacuarembó,2,,,
1991-08-28,1,Colonia,2,2020-07-14,Río Negro,1
1991-06-02,9,Flores,1,2019-07-21,Artigas,3
1991-08-09,1,Paysandú,9,1994-09-17,Las Piedras,3
1991-02-18,2,Rocha,8,,,
1991-01-28,2,Colonia,2,2024-05-26,Treinta y Tres,9
1991-07-24,2,Río Negro,8,,,
1991-10-26,1,Rivera,2,2004-12-16,Lavalleja,9
1991-11-05,9,Flores,3,,,
1991-04-09,8,Maldonado,2,,,
1991-01-31,2,Las Piedras,9,,,
1991-04-22,1,Rivera,3,,,
1991-12-23,2,Río Negro,3,2003-03-05,Tacuarembó,2
1991-11-25,1,Maldonado,9,,,
1991-05-12,2,Lavalleja,9,2001-07-03,Tacuarembó,3
1991-09-20,9,San José,2,2006-05-17,Rivera,1
1991-01-07,1,Salto,1,2002-05-19,San José,1
1991-10-20,1,Flores,8,,,
1991-01-19,9,Cerro Largo,8,,,
1991-05-27,8,Río Negro,8,2007-05-04,Artigas,2
1991-11-17,1,Florida,9,,,
1991-03-07,9,Treinta y Tres,8,1996-02-07,Rivera,3
1991-02-27,1,Rocha,8,,,
1991-05-13,9,Lavalleja,3,2010-12-26,Artigas,2
1991-09-05,1,Paysandú,2,,,
1991-04-30,1,Cerro Largo,1,2021-04-13,Rocha,2
1991-11-26,1,Cerro Largo,3,,,
1991-01-20,1,San José,3,,,
1991-03-20,9,Salto,3,2009-05-10,Salto,2
1991-09-25,1,Canelones,2,2018-09-21,Colonia,1
1991-04-24,1,Lavalleja,1,1998-11-22,Artigas,8
1991-08-21,1,Lavalleja,8,2005-10-18,Las Piedras,1
1991-01-24,2,Florida,9,,,
1991-01-19,1,Cerro Largo,9,2019-11-06,Artigas,8
1991-11-20,1,Tacuarembó,3,,,
1991-04-17,8,Río Negro,3,,,
1991-12-12,1,Paysandú,2,2003-07-06,Montevideo,9
1991-12-03,1,Río Negro,1,,,
1991-01-07,9,Río Negro,8,,,
1991-11-28,1,Río Negro,9,2003-11-17,Treinta y Tres,8
1991-06-15,8,Cerro Largo,8,2000-09-23,Lavalleja,9
1991-05-29,2,Salto,3,2008-01-26,Canelones,3
1991-04-22,9,Tacuarembó,9,,,
1991-03-04,1,Salto,9,,,
1991-10-16,8,Paysandú,1,,,
1991-06-27,2,Durazno,9,,,
1991-11-13,1,Treinta y Tres,2,,,
1991-08-17,9,Canelones,8,2021-12-20,Florida,8
1991-06-29,1,Maldonado,2,,,
1991-03-01,9,Salto,1,,,
1991-11-17,1,Montevideo,3,2015-08-26,Treinta y Tres,3
1991-08-02,2,Canelones,3,2014-12-11,Rocha,8
1991-08-21,8,San José,9,1998-01-05,Artigas,1
1991-04-17,1,Las Piedras,3,,,
1991-12-27,2,Canelones,9,,,
1991-04-22,9,Canelones,2,1998-07-12,Salto,1
1991-12-30,2,Lavalleja,9,2003-05-14,Salto,2
1991-05-27,1,San José,9,,,
1991-10-12,1,Soriano,9,2005-05-06,Rocha,2
1991-07-06,9,Treinta y Tres,3,2012-06-30,Treinta y Tres,3
1991-09-27,8,Cerro Largo,8,,,
1991-02-08,2,Artigas,3,2013-07-27,Colonia,3
1991-04-09,9,San José,1,,,
1991-08-13,8,Paysandú,2,,,
1991-08-25,8,Colonia,8,,,
1991-08-18,2,Lavalleja,1,,,
1991-06-08,1,Paysandú,9,2016-05-29,Flores,1
1991-03-31,2,Flores,8,,,
1991-06-18,1,Maldonado,1,,,
1991-10-04,1,Artigas,8,2009-07-04,Soriano,3
1991-11-27,9,Paysandú,2,,,
1991-05-26,1,Artigas,3,,,
1991-03-26,1,Río Negro,2,2023-03-08,Tacuarembó,9
1991-05-02,2,Salto,1,1991-08-09,Canelones,1
1991-11-03,9,Soriano,9,,,
1991-04-05,2,Salto,3,1999-12-17,Tacuarembó,8
1991-07-12,9,San José,2,1992-02-03,Soriano,2
1991-10-20,1,Colonia,8,2018-06-28,Maldonado,9
1991-05-22,2,Salto,1,,,
1991-02-12,1,Salto,8,,,
1991-11-10,9,Maldonado,3,,,
1991-06-12,9,Rocha,8,2011-08-18,Montevideo,9
1991-02-26,9,Artigas,2,2023-12-30,Rocha,3
1991-03-07,1,Salto,3,,,
1991-03-18,1,Durazno,3,,,
1991-09-24,8,Tacuarembó,9,1994-03-13,Treinta y Tres,2
1991-11-14,1,Tacuarembó,2,1995-02-24,Canelones,1
1991-02-28,2,Soriano,8,,,
1991-05-03,8,Treinta y Tres,9,2024-04-01,Montevideo,9
1991-04-10,1,Artigas,8,,,
1991-12-02,1,Tacuarembó,1,,,
1991-12-18,9,Rocha,8,,,
1991-07-18,1,Flores,2,,,
1991-12-16,1,Colonia,2,,,
1991-05-08,2,Montevideo,1,,,
1991-03-29,9,Salto,9,1999-02-28,Soriano,3
1991-04-29,1,Rocha,8,,,
1991-08-21,8,Las Piedras,3,,,
1991-12-12,1,Canelones,1,,,
1991-11-26,2,Paysandú,8,,,
1991-09-27,1,Colonia,9,1994-06-08,Salto,8
1991-07-18,9,Durazno,1,,,
1991-11-06,8,Canelones,3,1992-04-20,Las Piedras,9
1991-06-13,9,Flores,1,2016-04-06,Soriano,1
1991-12-26,9,Salto,8,,,
1991-09-15,9,Durazno,9,,,
1991-11-15,1,San José,3,,,
1991-06-06,2,Treinta y Tres,1,,,
1991-05-15,1,Maldonado,9,,,
1991-01-02,2,Río Negro,8,,,
1991-09-25,1,Artigas,9,2011-10-19,Tacuarembó,1
1991-01-18,8,Tacuarembó,3,,,
1991-11-02,1,Rocha,9,2009-08-13,Durazno,9
1991-04-27,1,San José,3,,,
1991-08-02,8,San José,2,2004-10-24,Florida,2
1991-08-21,2,Florida,8,2017-09-15,Durazno,8
1991-10-05,2,Salto,1,,,
1991-10-31,1,Las Piedras,3,,,
1991-01-26,9,Las Piedras,8,2025-02-03,Durazno,1
1991-07-29,2,Flores,2,,,
1991-03-04,1,Flores,8,,,
1991-08-02,1,Rivera,8,,,
1991-09-12,9,San José,2,,,
1991-08-09,1,Colonia,8,,,
1991-05-14,1,Montevideo,1,2012-03-16,Lavalleja,2
1991-04-10,1,Las Piedras,1,1997-09-14,San José,3
1991-05-21,2,Las Piedras,8,,,
1991-08-08,1,Río Negro,1,,,
1991-06-05,1,Colonia,3,2021-11-23,Montevideo,8
1991-05-08,8,Florida,3,,,
1991-05-03,1,Durazno,3,,,
1991-04-11,1,Tacuarembó,8,2022-04-09,Canelones,1
1991-03-04,1,Salto,8,1994-07-08,Rocha,3
1991-01-13,2,Soriano,8,,,
1991-06-03,1,Florida,9,,,
1991-07-19,1,Cerro Largo,2,,,
1991-07-01,8,Las Piedras,1,,,
1991-01-10,1,Soriano,9,,,
1991-05-03,1,Treinta y Tres,9,2007-11-12,Maldonado,9
1991-11-17,1,Artigas,8,,,
1991-12-20,2,Salto,2,,,
1991-07-26,9,Canelones,1,1997-07-03,Río Negro,9
1991-03-21,9,Tacuarembó,1,2013-10-31,Colonia,3
1991-09-29,1,Tacuarembó,1,,,
1991-01-26,8,San José,8,,,
1991-11-10,1,Rocha,9,1995-01-27,Rocha,9
1991-08-05,1,Canelones,9,,,
1991-01-28,2,Flores,1,,,
1991-05-30,9,Colonia,3,2015-06-04,Salto,1
1991-12-23,1,Canelones,1,,,
1991-12-31,1,Soriano,2,,,
1991-12-13,1,Rocha,3,2006-02-26,Florida,3
1991-08-15,1,San José,3,2000-12-05,Soriano,3
1991-09-10,9,Durazno,9,2006-06-03,Maldonado,1
1991-07-21,1,Flores,2,2017-01-19,Florida,2
1991-07-23,2,Tacuarembó,3,2002-10-01,Cerro Largo,2
1991-05-09,2,Treinta y Tres,9,,,
1991-04-18,1,Canelones,9,,,
1991-05-09,9,Soriano,9,,,
1991-06-29,2,Río Negro,8,,,
1991-03-13,2,Cerro Largo,3,,,
1991-10-20,9,Artigas,9,2006-09-04,Paysandú,1
1991-11-11,2,Florida,9,2006-11-03,Canelones,1
1991-08-16,1,Salto,1,,,
1991-01-20,1,Salto,2,2007-09-14,Rivera,9
1991-05-29,1,Treinta y Tres,9,1991-06-20,Colonia,3
1991-03-30,1,Soriano,1,2024-09-11,Colonia,8
1991-01-28,1,San José,1,,,
1991-08-02,9,Canelones,3,,,
1991-06-01,1,San José,9,2002-07-05,Rocha,1
1991-01-03,1,Montevideo,9,2005-05-02,Rocha,2
1991-10-12,1,Florida,8,,,
1991-07-22,9,Soriano,9,2013-06-27,Río Negro,1
1991-10-21,1,Montevideo,2,,,
1991-04-23,2,Flores,1,,,
1991-08-09,2,Montevideo,9,,,
1991-12-24,2,Soriano,9,2001-07-07,Florida,8
1991-10-18,1,Maldonado,8,2025-05-19,Salto,3
1991-06-30,9,Soriano,8,,,
1991-12-11,2,Rocha,1,2015-11-27,Paysandú,1
1991-11-16,1,Paysandú,8,,,
1991-06-11,2,Cerro Largo,9,,,
1991-09-28,1,Rivera,8,,,
1991-07-01,1,Tacuarembó,9,,,
1991-02-14,1,Canelones,3,,,
1991-05-26,2,Durazno,2,,,
1991-01-13,8,Florida,1,,,
1991-07-31,1,Paysandú,2,2023-05-04,Paysandú,8
1991-01-27,1,Canelones,2,1998-03-03,Salto,9
1991-05-25,1,Tacuarembó,3,2005-10-13,Treinta y Tres,9
1991-11-17,1,Cerro Largo,8,2005-07-09,Montevideo,1
1991-07-26,2,Montevideo,3,,,
1991-12-06,9,Tacuarembó,3,1993-06-17,Durazno,3
1991-06-10,2,Rivera,9,2002-04-27,Lavalleja,1
1991-05-03,2,Rocha,8,2007-02-08,Treinta y Tres,3
1991-03-17,1,Salto,1,2023-12-17,San José,2
1991-04-06,2,Montevideo,8,,,
1991-06-29,2,Flores,3,,,
1991-12-14,8,Rivera,3,,,
1991-07-17,9,Soriano,9,2009-05-15,Florida,1
1991-12-02,9,Paysandú,8,2022-10-17,Salto,8
1991-04-02,1,Tacuarembó,2,,,
1991-04-02,2,Rocha,9,,,
1991-08-13,1,Rocha,9,2019-10-07,Colonia,1
1991-09-28,8,San José,8,2008-10-12,Soriano,8
1991-11-20,2,San José,9,,,
1991-11-17,2,Treinta y Tres,1,2022-01-26,Colonia,2
1991-10-24,1,Tacuarembó,3,,,
1991-08-14,2,Tacuarembó,9,,,
1991-04-19,1,Montevideo,2,,,
1991-07-15,8,Tacuarembó,9,,,
1991-12-28,9,Soriano,1,,,
1991-05-22,2,Rivera,8,,,
1991-04-25,1,Florida,8,,,
1991-06-10,1,San José,2,,,
1991-10-15,1,Durazno,3,2017-03-30,Colonia,3
1991-02-11,2,Lavalleja,8,1994-07-19,Soriano,8
1991-03-15,2,Tacuarembó,3,,,
1991-12-15,1,Salto,3,2011-01-26,Colonia,2
1991-07-19,9,Montevideo,2,,,
1991-07-01,8,Lavalleja,2,2020-04-25,Maldonado,2
1991-01-25,1,Flores,3,2025-02-24,Colonia,1
1991-04-09,2,Florida,1,,,
1991-07-15,2,Artigas,8,,,
1991-01-16,8,San José,1,2005-09-12,Lavalleja,3
1991-05-14,9,Flores,9,,,
1991-05-23,9,Tacuarembó,3,,,
1991-10-26,2,Soriano,3,2000-06-16,Lavalleja,9
1991-12-14,9,Flores,9,,,
1991-03-01,1,Florida,1,,,
1991-10-05,2,Río Negro,1,2014-08-11,Cerro Largo,9
1991-09-02,1,Canelones,9,,,
1991-02-16,2,Montevideo,8,2017-05-11,Rocha,3
1991-11-06,8,Rocha,1,,,
1991-05-21,9,Las Piedras,2,,,
1991-05-05,8,Rocha,3,,,
1991-05-17,1,Soriano,1,,,
1991-08-26,8,San José,2,,,
1991-01-19,1,Maldonado,3,,,
1991-02-18,9,Treinta y Tres,8,2005-01-07,Rivera,2
1991-05-07,2,Treinta y Tres,9,1999-09-30,Artigas,9
1991-03-06,1,Durazno,3,,,
1991-07-05,2,Rivera,3,,,
1991-02-16,9,Cerro Largo,8,,,
1991-06-10,2,Las Piedras,3,,,
1991-07-24,8,Maldonado,8,2020-05-13,Montevideo,2
1991-04-20,2,Cerro Largo,8,,,
1991-12-01,1,Colonia,9,,,
1991-03-22,1,Río Negro,8,,,
1991-03-30,1,Artigas,3,,,
1991-07-21,2,Paysandú,8,,,
1991-08-11,1,Cerro Largo,3,2014-05-24,Las Piedras,2
1991-03-17,1,Río Negro,9,,,
1991-03-03,1,Lavalleja,2,,,
1991-03-27,2,Treinta y Tres,3,,,
1991-02-08,9,Montevideo,8,,,
1991-06-06,2,Las Piedras,3,,,
1991-10-25,1,Cerro Largo,9,,,
1991-05-21,8,Río Negro,3,,,
1991-06-10,1,Rivera,8,,,
1991-02-05,1,Salto,2,,,
1991-01-17,2,Río Negro,2,1998-09-16,Flores,3
1991-02-20,1,Durazno,2,,,
1991-05-30,1,Artigas,8,2006-01-12,Durazno,8
1991-02-09,1,Tacuarembó,8,,,
1991-11-23,8,Rivera,9,,,
1991-12-31,1,Las Piedras,3,2014-04-25,Colonia,1
1991-05-26,2,Salto,8,2000-01-18,Maldonado,1
1991-09-26,9,Paysandú,9,,,
1991-08-23,2,Rivera,1,,,
1991-02-21,2,Durazno,2,,,
1991-11-06,9,Tacuarembó,9,,,
1991-04-15,1,Durazno,3,,,
1991-12-11,9,Las Piedras,8,,,
1991-07-03,1,Treinta y Tres,2,,,
1991-10-23,8,Canelones,3,,,
1991-10-23,8,Durazno,8,,,
1991-05-13,9,Rivera,2,2001-11-26,Lavalleja,1
1991-07-05,1,Maldonado,9,,,
1991-01-03,1,Rivera,9,,,
1991-09-30,2,Florida,8,,,
1991-03-18,1,Soriano,2,2004-07-17,Colonia,8
1991-10-16,9,Durazno,3,,,
1991-02-18,1,Flores,1,,,
1991-04-03,9,Treinta y Tres,3,,,
1991-10-03,1,Rocha,9,2017-12-29,Rocha,2
1991-05-17,2,Treinta y Tres,3,,,
1991-05-09,8,Treinta y Tres,1,,,
1991-05-01,8,Las Piedras,8,2019-10-05,Río Negro,2
1991-06-03,2,Colonia,2,,,
1991-12-28,2,Florida,2,2024-06-14,Lavalleja,8
1991-04-25,1,Lavalleja,8,2001-11-04,Colonia,8
1991-07-13,9,Rocha,3,,,
1991-10-26,9,Cerro Largo,8,,,
1991-09-01,1,Treinta y Tres,9,2010-09-25,Tacuarembó,8
1991-01-03,1,Maldonado,8,,,
1991-08-07,1,Artigas,2,2024-04-11,Maldonado,9
1991-07-10,1,Paysandú,8,,,
1991-09-08,2,Lavalleja,8,,,
1991-08-23,1,Artigas,2,,,
1991-01-09,1,Treinta y Tres,3,,,
1991-06-14,2,Las Piedras,8,,,
1991-11-06,8,Tacuarembó,3,2005-03-16,Rocha,8
1991-03-29,9,Durazno,2,2005-05-30,San José,8
1991-11-04,1,Tacuarembó,2,,,
1991-05-14,2,Paysandú,2,2015-11-23,Río Negro,8
1991-07-26,8,Flores,2,2000-03-28,Tacuarembó,1
1991-04-17,8,Durazno,3,,,
1991-09-11,2,Canelones,2,,,
1991-01-12,1,Río Negro,1,,,
1991-04-05,1,Río Negro,1,,,
1991-04-20,1,Colonia,2,,,
1991-05-03,1,Rocha,8,,,
1991-09-08,1,Maldonado,8,,,
1991-09-13,9,Durazno,9,,,
1991-07-13,1,Florida,8,,,
1991-03-07,8,Paysandú,9,,,
1991-05-31,1,Las Piedras,2,,,
1991-07-30,2,Flores,8,,,
1991-02-06,9,Cerro Largo,9,,,
1991-09-06,2,Flores,3,2009-04-06,Rocha,8
1992-04-28,1,Flores,3,,,
1992-12-31,8,Florida,8,2018-03-11,Montevideo,2
1992-06-04,1,Las Piedras,1,,,
1992-06-30,9,Soriano,9,2004-11-04,Tacuarembó,3
1992-10-02,2,Salto,9,2022-01-09,Las Piedras,1
1992-12-29,2,Flores,3,2000-05-29,Flores,2
1992-01-17,1,Artigas,3,,,
1992-08-16,1,Florida,8,,,
1992-01-25,8,Treinta y Tres,8,,,
1992-10-30,1,Canelones,9,2015-07-29,Soriano,8
1992-09-11,2,Soriano,8,,,
1992-08-27,2,Rocha,3,,,
1992-04-19,1,Montevideo,9,1995-08-12,Soriano,9
1992-06-22,1,Soriano,1,,,
1992-12-15,1,Rocha,1,,,
1992-10-13,1,Rocha,1,2022-02-26,Soriano,1
1992-02-16,9,Montevideo,1,2019-01-24,Maldonado,3
1992-10-12,1,Paysandú,3,,,
1992-06-11,8,Soriano,2,,,
1992-01-17,2,Florida,1,2015-01-10,Río Negro,3
1992-05-07,1,Lavalleja,1,,,
1992-08-19,9,Durazno,3,,,
1992-07-08,2,Salto,3,1993-03-22,Artigas,8
1992-03-18,9,San José,1,1997-03-17,Colonia,3
1992-08-02,1,Canelones,9,2015-03-06,Rivera,8
1992-04-10,1,Artigas,9,1993-03-15,Durazno,2
1992-12-15,2,Canelones,3,2013-06-07,Lavalleja,1
1992-05-05,1,Paysandú,1,,,
1992-08-13,8,Canelones,1,,,
1992-11-24,9,Soriano,3,,,
1992-06-20,2,Soriano,2,,,
1992-11-25,9,Colonia,1,,,
1992-08-08,1,Canelones,1,1992-10-28,Tacuarembó,2
1992-09-18,1,Rocha,3,,,
1992-06-23,2,Tacuarembó,3,,,
1992-08-17,8,Florida,8,,,
1992-10-25,1,Río Negro,8,,,
1992-06-24,1,Florida,1,1993-01-30,Río Negro,3
1992-10-28,1,Rocha,8,,,
1992-01-09,8,Tacuarembó,2,2004-09-26,Colonia,3
1992-03-27,2,Maldonado,2,,,
1992-02-21,1,Montevideo,3,,,
1992-07-02,2,Treinta y Tres,8,,,
1992-01-11,2,Paysandú,8,,,
1992-10-19,1,Salto,9,,,
1992-02-05,1,Colonia,8,,,
1992-09-07,9,Soriano,3,,,
1992-08-29,1,Treinta y Tres,2,,,
1992-10-24,1,Río Negro,1,,,
1992-10-06,2,Montevideo,2,2022-07-04,Soriano,3
1992-10-07,8,Maldonado,8,1995-10-21,Salto,1
1992-02-02,8,San José,2,,,
1992-05-11,9,Artigas,2,,,
1992-10-14,2,Canelones,1,2012-07-05,Durazno,9
1992-08-04,9,Durazno,1,,,
1992-05-16,1,Rocha,2,,,
1992-05-13,2,Durazno,8,,,
1992-10-02,1,Tacuarembó,3,2019-03-22,Lavalleja,3
1992-08-07,2,Canelones,9,2018-07-27,Rivera,3
1992-04-18,2,Canelones,2,,,
1992-07-08,8,Rivera,2,,,
1992-10-27,1,Canelones,3,2014-07-26,Rivera,9
1992-09-30,2,Montevideo,9,,,
1992-07-04,9,Salto,9,,,
1992-04-07,2,Canelones,3,2014-05-16,Maldonado,3
1992-06-21,1,Río Negro,2,1996-05-26,Salto,2
1992-01-25,1,Rocha,1,,,
1992-05-15,2,Treinta y Tres,9,,,
1992-07-21,1,Rocha,1,,,
1992-11-04,9,Durazno,8,2017-03-18,Flores,1
1992-02-14,2,San José,2,,,
1992-06-05,1,Maldonado,8,,,
1992-03-13,1,Las Piedras,9,,,
1992-11-11,1,Lavalleja,8,2004-06-24,Las Piedras,3
1992-02-22,9,Cerro Largo,2,,,
1992-02-22,9,Río Negro,2,2008-01-15,Canelones,8
1992-11-22,1,Artigas,2,,,
1992-03-14,9,Artigas,2,,,
1992-09-06,1,Artigas,1,,,
1992-10-14,2,Las Piedras,8,,,
1992-07-12,1,Río Negro,1,2016-08-14,Rivera,9
1992-04-19,2,Maldonado,8,2025-02-16,Canelones,2
1992-08-25,8,Colonia,1,2017-11-06,Treinta y Tres,9
1992-11-29,1,Colonia,9,,,
1992-10-21,8,Tacuarembó,9,,,
1992-04-05,2,Paysandú,9,,,
1992-10-10,9,Tacuarembó,3,,,
1992-10-19,1,Soriano,2,,,
1992-10-20,9,Río Negro,8,,,
1992-03-19,9,Maldonado,8,,,
1992-10-21,1,Lavalleja,8,,,
1992-09-02,2,Rivera,3,1999-05-01,Canelones,8
1992-09-21,2,Lavalleja,3,,,
1992-10-26,2,Montevideo,3,,,
1992-12-22,9,Colonia,2,2014-01-13,Artigas,2
1992-12-27,2,Las Piedras,1,2009-06-06,Rocha,1
1992-09-21,2,Tacuarembó,2,,,
1992-05-09,1,Montevideo,9,,,
1992-05-03,8,Salto,2,,,
1992-02-18,1,Florida,3,,,
1992-12-13,9,Rocha,8,,,
1992-09-24,1,Cerro Largo,3,2013-09-11,Cerro Largo,8
